sku,group_skus.0,options.0,options.1,group,fields.name,fields.brand,fields.description,fields.material,fields.pattern,fields.bullet_1,fields.bullet_2,fields.bullet_3,fields.bullet_4,fields.bullet_5,fields.target_posting_template,fields.target_listing_action,fields.garment_rise,fields.garment_waist_closure,fields.pattern_group,fields.swimwear_style,fields.textile_dry_recommendation,fields.textile_wash_recommendation,fields.upf_rating,fields.subtype,fields.gender,fields.size_grouping,fields.audience,fields.garment_back_type,fields.garment_closure_type,fields.garment_sleeve_length_type,fields.sheerness,fields.bra_cup_construction,fields.coverage,fields.tax,fields.garment_construction_details,fields.season,options.0,options.1,group,barcode,name,fields.bullet_4_x,fields.bullet_5_x,fields.weight.value,fields.package_height.value,fields.package_width.value,fields.package_length.value,fields.weight.1,fields.package_weight.value,fields.target_color,fields.abn_size,fields.bullet_4_y,fields.bullet_5_y,fields.color,fields.size
CSO007-MLTI-XL,variant-121,,,variant,Coppersuit Women's Optical Illusion Zip Front One Piece Swimsuit,Coppersuit,"Radiate beach glamour in our Zip Front High Neck One Piece. Offering UPF 50+ rating, this one piece swimsuit is designed with copper-infused fabric as well as anti-bacterial and odor-control properties to keep you feeling fresh all day long. Removable cups and the zipper at center front will give you comfortable and secure support for all your activities in and out of the water. You'll surely radiate elegance in every wave with this swimsuit!",Nylon,Abstract,"Our Model is 5'9 1/2"" wearing a size small. Her bust is 30"", waist is 24"", hips are 35 1/2"".",82% Copper Infused Nylon 18% Spandex,Removable Cups,,,One Piece Swimsuits New,FULL,,,Abstract,Over the Shoulder,Line Dry or Lay Flat to Dry,Hand Wash,UPF 50+,One Piece Swimsuits,Female,Womens,Adult (18 Years and Up),Open,Pull-On,Sleeveless,,,Full,Bathing Suits,Full Lining,Vacation,,,variant,1.9561E+11,"Coppersuit Women's Optical Illusion Zip Front One Piece Swimsuit - Optical Illusion, X Large",Zipper At Center Front,,,1,13,10,,0.5,Multicolored,X Large,,,Optical Illusion ,XL
CSO007-BLUE-S,variant-126,,,variant,Coppersuit Women's Colorblock Zip Front One Piece Swimsuit,Coppersuit,"Go on your water adventures in style in our Zip Front One Piece Swimsuit. This sporty one piece swimsuit has a front zipper at its center and is designed with copper-infused fabric with anti-bacterial and odor-control features, providing all-day freshness in and out of the water. The zip front design provides adjustable style, while removable cups provide secure, adjustable support for an active day in the water. Step up your swimwear game with this stylish and functional one piece swimsuit!",Nylon,Color Block,"Our Model is 5'9 1/2"" wearing a size small. Her bust is 30"", waist is 24"", hips are 35 1/2"".",82% Copper Infused Nylon 18% Spandex,Removable Cups,,,One Piece Swimsuits New,FULL,,,Textile Designs,Over the Shoulder,Line Dry or Lay Flat to Dry,Hand Wash,UPF 50+,One Piece Swimsuits,Female,Womens,Adult (18 Years and Up),Open,Pull-On,Sleeveless,,,Full,Bathing Suits,Full Lining,Vacation,,,variant,1.9561E+11,"Coppersuit Women's Colorblock Zip Front One Piece Swimsuit - Blue Acrylic, Small",Zipper At Center Front,,,1,13,10,,0.5,Blue,Small,,,Blue Acrylic,S
CSO007-BLUE-M,variant-126,,,variant,Coppersuit Women's Colorblock Zip Front One Piece Swimsuit,Coppersuit,"Go on your water adventures in style in our Zip Front One Piece Swimsuit. This sporty one piece swimsuit has a front zipper at its center and is designed with copper-infused fabric with anti-bacterial and odor-control features, providing all-day freshness in and out of the water. The zip front design provides adjustable style, while removable cups provide secure, adjustable support for an active day in the water. Step up your swimwear game with this stylish and functional one piece swimsuit!",Nylon,Color Block,"Our Model is 5'9 1/2"" wearing a size small. Her bust is 30"", waist is 24"", hips are 35 1/2"".",82% Copper Infused Nylon 18% Spandex,Removable Cups,,,One Piece Swimsuits New,FULL,,,Textile Designs,Over the Shoulder,Line Dry or Lay Flat to Dry,Hand Wash,UPF 50+,One Piece Swimsuits,Female,Womens,Adult (18 Years and Up),Open,Pull-On,Sleeveless,,,Full,Bathing Suits,Full Lining,Vacation,,,variant,1.9561E+11,"Coppersuit Women's Colorblock Zip Front One Piece Swimsuit - Blue Acrylic, Medium",Zipper At Center Front,,,1,13,10,,0.5,Blue,Medium,,,Blue Acrylic,M
CSO007-BLUE-L,variant-126,,,variant,Coppersuit Women's Colorblock Zip Front One Piece Swimsuit,Coppersuit,"Go on your water adventures in style in our Zip Front One Piece Swimsuit. This sporty one piece swimsuit has a front zipper at its center and is designed with copper-infused fabric with anti-bacterial and odor-control features, providing all-day freshness in and out of the water. The zip front design provides adjustable style, while removable cups provide secure, adjustable support for an active day in the water. Step up your swimwear game with this stylish and functional one piece swimsuit!",Nylon,Color Block,"Our Model is 5'9 1/2"" wearing a size small. Her bust is 30"", waist is 24"", hips are 35 1/2"".",82% Copper Infused Nylon 18% Spandex,Removable Cups,,,One Piece Swimsuits New,FULL,,,Textile Designs,Over the Shoulder,Line Dry or Lay Flat to Dry,Hand Wash,UPF 50+,One Piece Swimsuits,Female,Womens,Adult (18 Years and Up),Open,Pull-On,Sleeveless,,,Full,Bathing Suits,Full Lining,Vacation,,,variant,1.9561E+11,"Coppersuit Women's Colorblock Zip Front One Piece Swimsuit - Blue Acrylic, Large",Zipper At Center Front,,,1,13,10,,0.5,Blue,Large,,,Blue Acrylic,L
CSO007-BLUE-XL,variant-126,,,variant,Coppersuit Women's Colorblock Zip Front One Piece Swimsuit,Coppersuit,"Go on your water adventures in style in our Zip Front One Piece Swimsuit. This sporty one piece swimsuit has a front zipper at its center and is designed with copper-infused fabric with anti-bacterial and odor-control features, providing all-day freshness in and out of the water. The zip front design provides adjustable style, while removable cups provide secure, adjustable support for an active day in the water. Step up your swimwear game with this stylish and functional one piece swimsuit!",Nylon,Color Block,"Our Model is 5'9 1/2"" wearing a size small. Her bust is 30"", waist is 24"", hips are 35 1/2"".",82% Copper Infused Nylon 18% Spandex,Removable Cups,,,One Piece Swimsuits New,FULL,,,Textile Designs,Over the Shoulder,Line Dry or Lay Flat to Dry,Hand Wash,UPF 50+,One Piece Swimsuits,Female,Womens,Adult (18 Years and Up),Open,Pull-On,Sleeveless,,,Full,Bathing Suits,Full Lining,Vacation,,,variant,1.9561E+11,"Coppersuit Women's Colorblock Zip Front One Piece Swimsuit - Blue Acrylic, X Large",Zipper At Center Front,,,1,13,10,,0.5,Blue,X Large,,,Blue Acrylic,XL
CSO007-PURP-S,variant-126,,,variant,Coppersuit Women's Colorblock Zip Front One Piece Swimsuit,Coppersuit,"Go on your water adventures in style in our Zip Front One Piece Swimsuit. This sporty one piece swimsuit has a front zipper at its center and is designed with copper-infused fabric with anti-bacterial and odor-control features, providing all-day freshness in and out of the water. The zip front design provides adjustable style, while removable cups provide secure, adjustable support for an active day in the water. Step up your swimwear game with this stylish and functional one piece swimsuit!",Nylon,Color Block,"Our Model is 5'9 1/2"" wearing a size small. Her bust is 30"", waist is 24"", hips are 35 1/2"".",82% Copper Infused Nylon 18% Spandex,Removable Cups,,,One Piece Swimsuits New,FULL,,,Textile Designs,Over the Shoulder,Line Dry or Lay Flat to Dry,Hand Wash,UPF 50+,One Piece Swimsuits,Female,Womens,Adult (18 Years and Up),Open,Pull-On,Sleeveless,,,Full,Bathing Suits,Full Lining,Vacation,,,variant,1.9561E+11,"Coppersuit Women's Colorblock Zip Front One Piece Swimsuit - Violet Glow, Small",Zipper At Center Front,,,1,13,10,,0.5,Purple,Small,,,Violet Glow,S
CSO007-PURP-M,variant-126,,,variant,Coppersuit Women's Colorblock Zip Front One Piece Swimsuit,Coppersuit,"Go on your water adventures in style in our Zip Front One Piece Swimsuit. This sporty one piece swimsuit has a front zipper at its center and is designed with copper-infused fabric with anti-bacterial and odor-control features, providing all-day freshness in and out of the water. The zip front design provides adjustable style, while removable cups provide secure, adjustable support for an active day in the water. Step up your swimwear game with this stylish and functional one piece swimsuit!",Nylon,Color Block,"Our Model is 5'9 1/2"" wearing a size small. Her bust is 30"", waist is 24"", hips are 35 1/2"".",82% Copper Infused Nylon 18% Spandex,Removable Cups,,,One Piece Swimsuits New,FULL,,,Textile Designs,Over the Shoulder,Line Dry or Lay Flat to Dry,Hand Wash,UPF 50+,One Piece Swimsuits,Female,Womens,Adult (18 Years and Up),Open,Pull-On,Sleeveless,,,Full,Bathing Suits,Full Lining,Vacation,,,variant,1.9561E+11,"Coppersuit Women's Colorblock Zip Front One Piece Swimsuit - Violet Glow, Medium",Zipper At Center Front,,,1,13,10,,0.5,Purple,Medium,,,Violet Glow,M
CSO007-PURP-L,variant-126,,,variant,Coppersuit Women's Colorblock Zip Front One Piece Swimsuit,Coppersuit,"Go on your water adventures in style in our Zip Front One Piece Swimsuit. This sporty one piece swimsuit has a front zipper at its center and is designed with copper-infused fabric with anti-bacterial and odor-control features, providing all-day freshness in and out of the water. The zip front design provides adjustable style, while removable cups provide secure, adjustable support for an active day in the water. Step up your swimwear game with this stylish and functional one piece swimsuit!",Nylon,Color Block,"Our Model is 5'9 1/2"" wearing a size small. Her bust is 30"", waist is 24"", hips are 35 1/2"".",82% Copper Infused Nylon 18% Spandex,Removable Cups,,,One Piece Swimsuits New,FULL,,,Textile Designs,Over the Shoulder,Line Dry or Lay Flat to Dry,Hand Wash,UPF 50+,One Piece Swimsuits,Female,Womens,Adult (18 Years and Up),Open,Pull-On,Sleeveless,,,Full,Bathing Suits,Full Lining,Vacation,,,variant,1.9561E+11,"Coppersuit Women's Colorblock Zip Front One Piece Swimsuit - Violet Glow, Large",Zipper At Center Front,,,1,13,10,,0.5,Purple,Large,,,Violet Glow,L
CSO007-PURP-XL,variant-126,,,variant,Coppersuit Women's Colorblock Zip Front One Piece Swimsuit,Coppersuit,"Go on your water adventures in style in our Zip Front One Piece Swimsuit. This sporty one piece swimsuit has a front zipper at its center and is designed with copper-infused fabric with anti-bacterial and odor-control features, providing all-day freshness in and out of the water. The zip front design provides adjustable style, while removable cups provide secure, adjustable support for an active day in the water. Step up your swimwear game with this stylish and functional one piece swimsuit!",Nylon,Color Block,"Our Model is 5'9 1/2"" wearing a size small. Her bust is 30"", waist is 24"", hips are 35 1/2"".",82% Copper Infused Nylon 18% Spandex,Removable Cups,,,One Piece Swimsuits New,FULL,,,Textile Designs,Over the Shoulder,Line Dry or Lay Flat to Dry,Hand Wash,UPF 50+,One Piece Swimsuits,Female,Womens,Adult (18 Years and Up),Open,Pull-On,Sleeveless,,,Full,Bathing Suits,Full Lining,Vacation,,,variant,1.9561E+11,"Coppersuit Women's Colorblock Zip Front One Piece Swimsuit - Violet Glow, X Large",Zipper At Center Front,,,1,13,10,,0.5,Purple,X Large,,,Violet Glow,XL
CSO007-PINK-S,variant-126,,,variant,Coppersuit Women's Colorblock Zip Front One Piece Swimsuit,Coppersuit,"Go on your water adventures in style in our Zip Front One Piece Swimsuit. This sporty one piece swimsuit has a front zipper at its center and is designed with copper-infused fabric with anti-bacterial and odor-control features, providing all-day freshness in and out of the water. The zip front design provides adjustable style, while removable cups provide secure, adjustable support for an active day in the water. Step up your swimwear game with this stylish and functional one piece swimsuit!",Nylon,Color Block,"Our Model is 5'9 1/2"" wearing a size small. Her bust is 30"", waist is 24"", hips are 35 1/2"".",82% Copper Infused Nylon 18% Spandex,Removable Cups,,,One Piece Swimsuits New,FULL,,,Textile Designs,Over the Shoulder,Line Dry or Lay Flat to Dry,Hand Wash,UPF 50+,One Piece Swimsuits,Female,Womens,Adult (18 Years and Up),Open,Pull-On,Sleeveless,,,Full,Bathing Suits,Full Lining,Vacation,,,variant,1.9561E+11,"Coppersuit Women's Colorblock Zip Front One Piece Swimsuit - Pink Posey, Small",Zipper At Center Front,,,1,13,10,,0.5,Pink,Small,,,Pink Posey,S
CSO007-PINK-M,variant-126,,,variant,Coppersuit Women's Colorblock Zip Front One Piece Swimsuit,Coppersuit,"Go on your water adventures in style in our Zip Front One Piece Swimsuit. This sporty one piece swimsuit has a front zipper at its center and is designed with copper-infused fabric with anti-bacterial and odor-control features, providing all-day freshness in and out of the water. The zip front design provides adjustable style, while removable cups provide secure, adjustable support for an active day in the water. Step up your swimwear game with this stylish and functional one piece swimsuit!",Nylon,Color Block,"Our Model is 5'9 1/2"" wearing a size small. Her bust is 30"", waist is 24"", hips are 35 1/2"".",82% Copper Infused Nylon 18% Spandex,Removable Cups,,,One Piece Swimsuits New,FULL,,,Textile Designs,Over the Shoulder,Line Dry or Lay Flat to Dry,Hand Wash,UPF 50+,One Piece Swimsuits,Female,Womens,Adult (18 Years and Up),Open,Pull-On,Sleeveless,,,Full,Bathing Suits,Full Lining,Vacation,,,variant,1.9561E+11,"Coppersuit Women's Colorblock Zip Front One Piece Swimsuit - Pink Posey, Medium",Zipper At Center Front,,,1,13,10,,0.5,Pink,Medium,,,Pink Posey,M
CSO007-PINK-L,variant-126,,,variant,Coppersuit Women's Colorblock Zip Front One Piece Swimsuit,Coppersuit,"Go on your water adventures in style in our Zip Front One Piece Swimsuit. This sporty one piece swimsuit has a front zipper at its center and is designed with copper-infused fabric with anti-bacterial and odor-control features, providing all-day freshness in and out of the water. The zip front design provides adjustable style, while removable cups provide secure, adjustable support for an active day in the water. Step up your swimwear game with this stylish and functional one piece swimsuit!",Nylon,Color Block,"Our Model is 5'9 1/2"" wearing a size small. Her bust is 30"", waist is 24"", hips are 35 1/2"".",82% Copper Infused Nylon 18% Spandex,Removable Cups,,,One Piece Swimsuits New,FULL,,,Textile Designs,Over the Shoulder,Line Dry or Lay Flat to Dry,Hand Wash,UPF 50+,One Piece Swimsuits,Female,Womens,Adult (18 Years and Up),Open,Pull-On,Sleeveless,,,Full,Bathing Suits,Full Lining,Vacation,,,variant,1.9561E+11,"Coppersuit Women's Colorblock Zip Front One Piece Swimsuit - Pink Posey, Large",Zipper At Center Front,,,1,13,10,,0.5,Pink,Large,,,Pink Posey,L
CSO007-PINK-XL,variant-126,,,variant,Coppersuit Women's Colorblock Zip Front One Piece Swimsuit,Coppersuit,"Go on your water adventures in style in our Zip Front One Piece Swimsuit. This sporty one piece swimsuit has a front zipper at its center and is designed with copper-infused fabric with anti-bacterial and odor-control features, providing all-day freshness in and out of the water. The zip front design provides adjustable style, while removable cups provide secure, adjustable support for an active day in the water. Step up your swimwear game with this stylish and functional one piece swimsuit!",Nylon,Color Block,"Our Model is 5'9 1/2"" wearing a size small. Her bust is 30"", waist is 24"", hips are 35 1/2"".",82% Copper Infused Nylon 18% Spandex,Removable Cups,,,One Piece Swimsuits New,FULL,,,Textile Designs,Over the Shoulder,Line Dry or Lay Flat to Dry,Hand Wash,UPF 50+,One Piece Swimsuits,Female,Womens,Adult (18 Years and Up),Open,Pull-On,Sleeveless,,,Full,Bathing Suits,Full Lining,Vacation,,,variant,1.9561E+11,"Coppersuit Women's Colorblock Zip Front One Piece Swimsuit - Pink Posey, X Large",Zipper At Center Front,,,1,13,10,,0.5,Pink,X Large,,,Pink Posey,XL
CSO007-BKWH-S,variant-126,,,variant,Coppersuit Women's Colorblock Zip Front One Piece Swimsuit,Coppersuit,"Go on your water adventures in style in our Zip Front One Piece Swimsuit. This sporty one piece swimsuit has a front zipper at its center and is designed with copper-infused fabric with anti-bacterial and odor-control features, providing all-day freshness in and out of the water. The zip front design provides adjustable style, while removable cups provide secure, adjustable support for an active day in the water. Step up your swimwear game with this stylish and functional one piece swimsuit!",Nylon,Color Block,"Our Model is 5'9 1/2"" wearing a size small. Her bust is 30"", waist is 24"", hips are 35 1/2"".",82% Copper Infused Nylon 18% Spandex,Removable Cups,,,One Piece Swimsuits New,FULL,,,Textile Designs,Over the Shoulder,Line Dry or Lay Flat to Dry,Hand Wash,UPF 50+,One Piece Swimsuits,Female,Womens,Adult (18 Years and Up),Open,Pull-On,Sleeveless,,,Full,Bathing Suits,Full Lining,Vacation,,,variant,1.9561E+11,"Coppersuit Women's Colorblock Zip Front One Piece Swimsuit - Black, Small",Zipper At Center Front,,,1,13,10,,0.5,Black,Small,,,Black,S
CSO007-BKWH-M,variant-126,,,variant,Coppersuit Women's Colorblock Zip Front One Piece Swimsuit,Coppersuit,"Go on your water adventures in style in our Zip Front One Piece Swimsuit. This sporty one piece swimsuit has a front zipper at its center and is designed with copper-infused fabric with anti-bacterial and odor-control features, providing all-day freshness in and out of the water. The zip front design provides adjustable style, while removable cups provide secure, adjustable support for an active day in the water. Step up your swimwear game with this stylish and functional one piece swimsuit!",Nylon,Color Block,"Our Model is 5'9 1/2"" wearing a size small. Her bust is 30"", waist is 24"", hips are 35 1/2"".",82% Copper Infused Nylon 18% Spandex,Removable Cups,,,One Piece Swimsuits New,FULL,,,Textile Designs,Over the Shoulder,Line Dry or Lay Flat to Dry,Hand Wash,UPF 50+,One Piece Swimsuits,Female,Womens,Adult (18 Years and Up),Open,Pull-On,Sleeveless,,,Full,Bathing Suits,Full Lining,Vacation,,,variant,1.9561E+11,"Coppersuit Women's Colorblock Zip Front One Piece Swimsuit - Black, Medium",Zipper At Center Front,,,1,13,10,,0.5,Black,Medium,,,Black,M
